building_name,full_timestamp,region,region_id,usage_kwh_norm_orig,usage_pb,apparent_temperature_norm,temp_lag_1h,temp_lag_24h,precipitation,is_day,is_holiday,is_weekend,hour,day_of_week,month,season,lag_1h,lag_24h,rollmean_24h,y_next,usage_kwh_norm,building_id,DateTime,hour_sin,hour_cos,usage_kwh_normalised,normalized_temperature,target_next_hour
Aberdeen 33_11kV,2007-01-28 09:00:00,NSW,1,0.058584563,0.31217563,0.3888889,0.3678161,0.5555556,0.0,1,0,1,9,6,1,Summer,0.26912883,0.3012953,0.314323,0.3125795,0.058584563,,,,,,,
Aberdeen 33_11kV,2007-01-28 10:00:00,NSW,1,0.058585778,0.3125795,0.43103448,0.3888889,0.5785441,0.0,1,0,1,10,6,1,Summer,0.31217563,0.34414262,0.31477636,0.3246579,0.058585778,,,,,,,
Aberdeen 33_11kV,2007-01-28 11:00:00,NSW,1,0.058622096,0.3246579,0.48850575,0.43103448,0.61877394,0.0,1,0,1,11,6,1,Summer,0.3125795,0.3508589,0.31346124,0.31442678,0.058622096,,,,,,,
Aberdeen 33_11kV,2007-01-28 12:00:00,NSW,1,0.058591332,0.31442678,0.53831416,0.48850575,0.6532567,0.0,1,0,1,12,6,1,Summer,0.3246579,0.38605082,0.31236953,0.3246802,0.058591332,,,,,,,
Aberdeen 33_11kV,2007-01-28 13:00:00,NSW,1,0.058622163,0.3246802,0.5804598,0.53831416,0.6781609,0.0,1,0,1,13,6,1,Summer,0.31442678,0.4018683,0.30938518,0.3328485,0.058622163,,,,,,,
Aberdeen 33_11kV,2007-01-28 14:00:00,NSW,1,0.058646724,0.3328485,0.6091954,0.5804598,0.6896552,0.0,1,0,1,14,6,1,Summer,0.3246802,0.41789022,0.306169,0.354432,0.058646724,,,,,,,
Aberdeen 33_11kV,2007-01-28 15:00:00,NSW,1,0.058711622,0.354432,0.62835246,0.6091954,0.6877395,0.0,1,0,1,15,6,1,Summer,0.3328485,0.43270168,0.3026256,0.37345088,0.058711622,,,,,,,
Aberdeen 33_11kV,2007-01-28 16:00:00,NSW,1,0.05876881,0.37345088,0.6302682,0.62835246,0.6685824,0.0,1,0,1,16,6,1,Summer,0.354432,0.45444748,0.2993644,0.39425507,0.05876881,,,,,,,
Aberdeen 33_11kV,2007-01-28 17:00:00,NSW,1,0.058831364,0.39425507,0.6130268,0.6302682,0.63984674,0.0,1,0,1,17,6,1,Summer,0.37345088,0.4740437,0.2959895,0.40120426,0.058831364,,,,,,,
Aberdeen 33_11kV,2007-01-28 18:00:00,NSW,1,0.05885226,0.40120426,0.57471263,0.6130268,0.5900383,0.0,1,0,1,18,6,1,Summer,0.39425507,0.46337026,0.29266497,0.41465783,0.05885226,,,,,,,
Aberdeen 33_11kV,2007-01-28 19:00:00,NSW,1,0.058892712,0.41465783,0.5574713,0.57471263,0.5670498,0.0,1,0,1,19,6,1,Summer,0.40120426,0.392077,0.29007474,0.38273668,0.058892712,,,,,,,
Aberdeen 33_11kV,2007-01-28 20:00:00,NSW,1,0.05879673,0.38273668,0.54022986,0.5574713,0.54789275,0.0,1,0,1,20,6,1,Summer,0.41465783,0.33557168,0.2910156,0.3569123,0.05879673,,,,,,,
Aberdeen 33_11kV,2007-01-28 21:00:00,NSW,1,0.05871908,0.3569123,0.51532567,0.54022986,0.5191571,0.0,0,0,1,21,6,1,Summer,0.38273668,0.3378129,0.29298082,0.32088906,0.05871908,,,,,,,
Aberdeen 33_11kV,2007-01-28 22:00:00,NSW,1,0.058610763,0.32088906,0.49233717,0.51532567,0.49425286,0.0,0,0,1,22,6,1,Summer,0.3569123,0.28743288,0.29377663,0.2782499,0.058610763,,,,,,,
Aberdeen 33_11kV,2007-01-28 23:00:00,NSW,1,0.058482554,0.2782499,0.4731801,0.49233717,0.46934867,0.0,0,0,1,23,6,1,Summer,0.32088906,0.2557087,0.29517063,0.24653563,0.058482554,,,,,,,
Aberdeen 33_11kV,2007-01-29 00:00:00,NSW,1,0.058387194,0.24653563,0.45785442,0.4731801,0.44636014,0.0,0,0,0,0,0,1,Summer,0.2782499,0.22460525,0.29610986,0.22189322,0.058387194,,,,,,,
Aberdeen 33_11kV,2007-01-29 01:00:00,NSW,1,0.058313098,0.22189322,0.44636014,0.45785442,0.42911878,0.0,0,0,0,1,0,1,Summer,0.24653563,0.20547238,0.29702362,0.21384385,0.058313098,,,,,,,
Aberdeen 33_11kV,2007-01-29 02:00:00,NSW,1,0.058288895,0.21384385,0.4348659,0.44636014,0.4157088,0.0,0,0,0,2,0,1,Summer,0.22189322,0.20095894,0.29770783,0.20265132,0.058288895,,,,,,,
Aberdeen 33_11kV,2007-01-29 03:00:00,NSW,1,0.05825524,0.20265132,0.42528737,0.4348659,0.40229884,0.0,0,0,0,3,0,1,Summer,0.21384385,0.19344604,0.29824468,0.20177415,0.05825524,,,,,,,
Aberdeen 33_11kV,2007-01-29 04:00:00,NSW,1,0.058252603,0.20177415,0.41762453,0.42528737,0.3908046,0.0,0,0,0,4,0,1,Summer,0.20265132,0.185445,0.29862824,0.20863537,0.058252603,,,,,,,
Aberdeen 33_11kV,2007-01-29 05:00:00,NSW,1,0.058273233,0.20863537,0.4099617,0.41762453,0.37931034,0.0,0,0,0,5,0,1,Summer,0.20177415,0.19851203,0.29930863,0.23769955,0.058273233,,,,,,,
Aberdeen 33_11kV,2007-01-29 06:00:00,NSW,1,0.058360625,0.23769955,0.39655173,0.4099617,0.35632184,0.0,0,0,0,6,0,1,Summer,0.20863537,0.20795396,0.29973042,0.2818973,0.058360625,,,,,,,
Aberdeen 33_11kV,2007-01-29 07:00:00,NSW,1,0.05849352,0.2818973,0.394636,0.39655173,0.348659,0.0,1,0,0,7,0,1,Summer,0.23769955,0.22295746,0.30096984,0.27839112,0.05849352,,,,,,,
Aberdeen 33_11kV,2007-01-29 08:00:00,NSW,1,0.05848298,0.27839112,0.42911878,0.394636,0.3678161,0.0,1,0,0,8,0,1,Summer,0.2818973,0.26912883,0.30342567,0.32496268,0.05848298,,,,,,,
Aberdeen 33_11kV,2007-01-29 09:00:00,NSW,1,0.058623012,0.32496268,0.4789272,0.42911878,0.3888889,0.0,1,0,0,9,0,1,Summer,0.27839112,0.31217563,0.30381158,0.3326416,0.058623012,,,,,,,
Aberdeen 33_11kV,2007-01-29 10:00:00,NSW,1,0.0586461,0.3326416,0.5229885,0.4789272,0.43103448,0.0,1,0,0,10,0,1,Summer,0.32496268,0.3125795,0.3043444,0.31599402,0.0586461,,,,,,,
Aberdeen 33_11kV,2007-01-29 11:00:00,NSW,1,0.058596045,0.31599402,0.5804598,0.5229885,0.48850575,0.0,1,0,0,11,0,1,Summer,0.3326416,0.3246579,0.3051803,0.37643546,0.058596045,,,,,,,
Aberdeen 33_11kV,2007-01-29 12:00:00,NSW,1,0.058777783,0.37643546,0.6340996,0.5804598,0.53831416,0.0,1,0,0,12,0,1,Summer,0.31599402,0.31442678,0.30481932,0.39994797,0.058777783,,,,,,,
Aberdeen 33_11kV,2007-01-29 13:00:00,NSW,1,0.05884848,0.39994797,0.6762452,0.6340996,0.5804598,0.0,1,0,0,13,0,1,Summer,0.37643546,0.3246802,0.307403,0.4167318,0.05884848,,,,,,,
Aberdeen 33_11kV,2007-01-29 14:00:00,NSW,1,0.058898948,0.4167318,0.70498085,0.6762452,0.6091954,0.0,1,0,0,14,0,1,Summer,0.39994797,0.3328485,0.31053916,0.44531527,0.058898948,,,,,,,
Aberdeen 33_11kV,2007-01-29 15:00:00,NSW,1,0.058984894,0.44531527,0.71647507,0.70498085,0.62835246,0.0,1,0,0,15,0,1,Summer,0.4167318,0.354432,0.31403428,0.46386337,0.058984894,,,,,,,
Aberdeen 33_11kV,2007-01-29 16:00:00,NSW,1,0.059040666,0.46386337,0.7145594,0.71647507,0.6302682,0.0,1,0,0,16,0,1,Summer,0.44531527,0.37345088,0.3178211,0.47478953,0.059040666,,,,,,,
Aberdeen 33_11kV,2007-01-29 17:00:00,NSW,1,0.05907352,0.47478953,0.697318,0.7145594,0.6130268,0.0,1,0,0,17,0,1,Summer,0.46386337,0.39425507,0.32158828,0.4789895,0.05907352,,,,,,,
Aberdeen 33_11kV,2007-01-29 18:00:00,NSW,1,0.059086148,0.4789895,0.6743295,0.697318,0.57471263,0.0,1,0,0,18,0,1,Summer,0.47478953,0.40120426,0.3249439,0.46156514,0.059086148,,,,,,,
Aberdeen 33_11kV,2007-01-29 19:00:00,NSW,1,0.059033755,0.46156514,0.65900385,0.6743295,0.5574713,0.0,1,0,0,19,0,1,Summer,0.4789895,0.41465783,0.32818493,0.4386089,0.059033755,,,,,,,
Aberdeen 33_11kV,2007-01-29 20:00:00,NSW,1,0.05896473,0.4386089,0.64176244,0.65900385,0.54022986,0.0,1,0,0,20,0,1,Summer,0.46156514,0.38273668,0.3301394,0.41921464,0.05896473,,,,,,,
Aberdeen 33_11kV,2007-01-29 21:00:00,NSW,1,0.058906414,0.41921464,0.6072797,0.64176244,0.51532567,0.0,0,0,0,21,0,1,Summer,0.4386089,0.3569123,0.3324674,0.411252,0.058906414,,,,,,,
Aberdeen 33_11kV,2007-01-29 22:00:00,NSW,1,0.05888247,0.411252,0.5804598,0.6072797,0.49233717,0.0,0,0,0,22,0,1,Summer,0.41921464,0.32088906,0.33506334,0.42448136,0.05888247,,,,,,,
Aberdeen 33_11kV,2007-01-29 23:00:00,NSW,1,0.05892225,0.42448136,0.5536398,0.5804598,0.4731801,0.0,0,0,0,23,0,1,Summer,0.411252,0.2782499,0.33882847,0.4167256,0.05892225,,,,,,,
Aberdeen 33_11kV,2007-01-30 00:00:00,NSW,1,0.05889893,0.4167256,0.53065133,0.5536398,0.45785442,0.0,0,0,0,0,1,1,Summer,0.42448136,0.24653563,0.34492144,0.3285457,0.05889893,,,,,,,
Aberdeen 33_11kV,2007-01-30 01:00:00,NSW,1,0.058633786,0.3285457,0.51341,0.53065133,0.44636014,0.0,0,0,0,1,1,1,Summer,0.4167256,0.22189322,0.3520127,0.28775993,0.058633786,,,,,,,
Aberdeen 33_11kV,2007-01-30 02:00:00,NSW,1,0.05851115,0.28775993,0.49808428,0.51341,0.4348659,0.0,0,0,0,2,1,1,Summer,0.3285457,0.21384385,0.35645655,0.25571984,0.05851115,,,,,,,
Aberdeen 33_11kV,2007-01-30 03:00:00,NSW,1,0.05841481,0.25571984,0.48467433,0.49808428,0.42528737,0.0,0,0,0,3,1,1,Summer,0.28775993,0.20265132,0.35953638,0.25472003,0.05841481,,,,,,,
Aberdeen 33_11kV,2007-01-30 04:00:00,NSW,1,0.058411803,0.25472003,0.4731801,0.48467433,0.41762453,0.0,0,0,0,4,1,1,Summer,0.25571984,0.20177415,0.36174756,0.25091404,0.058411803,,,,,,,
Aberdeen 33_11kV,2007-01-30 05:00:00,NSW,1,0.05840036,0.25091404,0.4597701,0.4731801,0.4099617,0.0,0,0,0,5,1,1,Summer,0.25472003,0.20863537,0.36395365,0.26250923,0.05840036,,,,,,,
Aberdeen 33_11kV,2007-01-30 06:00:00,NSW,1,0.058435224,0.26250923,0.44636014,0.4597701,0.39655173,0.0,0,0,0,6,1,1,Summer,0.25091404,0.23769955,0.36571527,0.30544573,0.058435224,,,,,,,
Aberdeen 33_11kV,2007-01-30 07:00:00,NSW,1,0.058564328,0.30544573,0.4386973,0.44636014,0.394636,0.0,1,0,0,7,1,1,Summer,0.26250923,0.2818973,0.366749,0.34066492,0.058564328,,,,,,,
Aberdeen 33_11kV,2007-01-30 08:00:00,NSW,1,0.058670226,0.34066492,0.4770115,0.4386973,0.42911878,0.0,1,0,0,8,1,1,Summer,0.30544573,0.27839112,0.3677302,0.36846912,0.058670226,,,,,,,
Aberdeen 33_11kV,2007-01-30 09:00:00,NSW,1,0.05875383,0.36846912,0.545977,0.4770115,0.4789272,0.0,1,0,0,9,1,1,Summer,0.34066492,0.32496268,0.37032494,0.36496168,0.05875383,,,,,,,
Aberdeen 33_11kV,2007-01-30 10:00:00,NSW,1,0.058743283,0.36496168,0.61685824,0.545977,0.5229885,0.0,1,0,0,10,1,1,Summer,0.36846912,0.3326416,0.3721377,0.37235442,0.058743283,,,,,,,
Aberdeen 33_11kV,2007-01-30 11:00:00,NSW,1,0.058765512,0.37235442,0.6877395,0.61685824,0.5804598,0.0,1,0,0,11,1,1,Summer,0.36496168,0.31599402,0.37348437,0.4179658,0.058765512,,,,,,,
Aberdeen 33_11kV,2007-01-30 12:00:00,NSW,1,0.05890266,0.4179658,0.75287354,0.6877395,0.6340996,0.0,1,0,0,12,1,1,Summer,0.37235442,0.37643546,0.3758327,0.4578694,0.05890266,,,,,,,
Aberdeen 33_11kV,2007-01-30 13:00:00,NSW,1,0.059022643,0.4578694,0.7816092,0.75287354,0.6762452,0.0,1,0,0,13,1,1,Summer,0.4179658,0.39994797,0.37756315,0.4913318,0.059022643,,,,,,,
Aberdeen 33_11kV,2007-01-30 14:00:00,NSW,1,0.05912326,0.4913318,0.79501915,0.7816092,0.70498085,0.0,1,0,0,14,1,1,Summer,0.4578694,0.4167318,0.37997654,0.5241933,0.05912326,,,,,,,
Aberdeen 33_11kV,2007-01-30 15:00:00,NSW,1,0.05922207,0.5241933,0.8007663,0.79501915,0.71647507,0.0,1,0,0,15,1,1,Summer,0.4913318,0.44531527,0.38308486,0.5400244,0.05922207,,,,,,,
Aberdeen 33_11kV,2007-01-30 16:00:00,NSW,1,0.05926967,0.5400244,0.79118776,0.8007663,0.7145594,0.0,1,0,0,16,1,1,Summer,0.5241933,0.46386337,0.38637146,0.57304204,0.05926967,,,,,,,
Aberdeen 33_11kV,2007-01-30 17:00:00,NSW,1,0.05936895,0.57304204,0.77203065,0.79118776,0.697318,0.0,1,0,0,17,1,1,Summer,0.5400244,0.47478953,0.38954484,0.5654164,0.05936895,,,,,,,
Aberdeen 33_11kV,2007-01-30 18:00:00,NSW,1,0.05934602,0.5654164,0.7413793,0.77203065,0.6743295,0.0,1,0,0,18,1,1,Summer,0.57304204,0.4789895,0.3936387,0.55553585,0.05934602,,,,,,,
Aberdeen 33_11kV,2007-01-30 19:00:00,NSW,1,0.05931631,0.55553585,0.72988504,0.7413793,0.65900385,0.0,1,0,0,19,1,1,Summer,0.5654164,0.46156514,0.3972398,0.56331515,0.05931631,,,,,,,
Aberdeen 33_11kV,2007-01-30 20:00:00,NSW,1,0.059339702,0.56331515,0.70306516,0.72988504,0.64176244,0.0,1,0,0,20,1,1,Summer,0.55553585,0.4386089,0.40115526,0.53262055,0.059339702,,,,,,,
Aberdeen 33_11kV,2007-01-30 21:00:00,NSW,1,0.059247408,0.53262055,0.66475093,0.70306516,0.6072797,0.0,0,0,0,21,1,1,Summer,0.56331515,0.41921464,0.40635136,0.48818985,0.059247408,,,,,,,
Aberdeen 33_11kV,2007-01-30 22:00:00,NSW,1,0.05911381,0.48818985,0.6321839,0.66475093,0.5804598,0.0,0,0,0,22,1,1,Summer,0.53262055,0.411252,0.4110766,0.45953453,0.05911381,,,,,,,
Aberdeen 33_11kV,2007-01-30 23:00:00,NSW,1,0.05902765,0.45953453,0.60536397,0.6321839,0.5536398,0.0,0,0,0,23,1,1,Summer,0.48818985,0.42448136,0.41428235,0.44779935,0.05902765,,,,,,,
Aberdeen 33_11kV,2007-01-31 00:00:00,NSW,1,0.058992364,0.44779935,0.5804598,0.60536397,0.53065133,0.0,0,0,0,0,2,1,Summer,0.45953453,0.4167256,0.41574287,0.35455093,0.058992364,,,,,,,
Aberdeen 33_11kV,2007-01-31 01:00:00,NSW,1,0.05871198,0.35455093,0.55938697,0.5804598,0.51341,0.0,0,0,0,1,2,1,Summer,0.44779935,0.3285457,0.41703764,0.33326477,0.05871198,,,,,,,
Aberdeen 33_11kV,2007-01-31 02:00:00,NSW,1,0.058647975,0.33326477,0.54022986,0.55938697,0.49808428,0.0,0,0,0,2,2,1,Summer,0.35455093,0.28775993,0.4181212,0.29437587,0.058647975,,,,,,,
Aberdeen 33_11kV,2007-01-31 03:00:00,NSW,1,0.058531042,0.29437587,0.52681994,0.54022986,0.48467433,0.0,0,0,0,3,2,1,Summer,0.33326477,0.25571984,0.4200172,0.28247714,0.058531042,,,,,,,
Aberdeen 33_11kV,2007-01-31 04:00:00,NSW,1,0.058495265,0.28247714,0.51341,0.52681994,0.4731801,0.0,0,0,0,4,2,1,Summer,0.29437587,0.25472003,0.42162788,0.26692355,0.058495265,,,,,,,
Aberdeen 33_11kV,2007-01-31 05:00:00,NSW,1,0.058448497,0.26692355,0.50383145,0.51341,0.4597701,0.0,0,0,0,5,2,1,Summer,0.28247714,0.25091404,0.42278442,0.28178084,0.058448497,,,,,,,
Aberdeen 33_11kV,2007-01-31 06:00:00,NSW,1,0.05849317,0.28178084,0.48850575,0.50383145,0.44636014,0.0,0,0,0,6,2,1,Summer,0.26692355,0.26250923,0.42345148,0.31373793,0.05849317,,,,,,,
Aberdeen 33_11kV,2007-01-31 07:00:00,NSW,1,0.05858926,0.31373793,0.48467433,0.48850575,0.4386973,0.0,1,0,0,7,2,1,Summer,0.28178084,0.30544573,0.42425448,0.3220735,0.05858926,,,,,,,
Aberdeen 33_11kV,2007-01-31 08:00:00,NSW,1,0.058614325,0.3220735,0.5229885,0.48467433,0.4770115,0.0,1,0,0,8,2,1,Summer,0.31373793,0.34066492,0.42459998,0.33998477,0.058614325,,,,,,,
Aberdeen 33_11kV,2007-01-31 09:00:00,NSW,1,0.05866818,0.33998477,0.59195405,0.5229885,0.545977,0.0,1,0,0,9,2,1,Summer,0.3220735,0.36846912,0.42382532,0.36153355,0.05866818,,,,,,,
Aberdeen 33_11kV,2007-01-31 10:00:00,NSW,1,0.058732975,0.36153355,0.64942527,0.59195405,0.61685824,0.0,1,0,0,10,2,1,Summer,0.33998477,0.36496168,0.42263848,0.39102888,0.058732975,,,,,,,
Aberdeen 33_11kV,2007-01-31 11:00:00,NSW,1,0.058821663,0.39102888,0.7222222,0.64942527,0.6877395,0.0,1,0,0,11,2,1,Summer,0.36153355,0.37235442,0.42249566,0.42451355,0.058821663,,,,,,,
Aberdeen 33_11kV,2007-01-31 12:00:00,NSW,1,0.058922347,0.42451355,0.7796935,0.7222222,0.75287354,0.0,1,0,0,12,2,1,Summer,0.39102888,0.4179658,0.42327374,0.462871,0.058922347,,,,,,,
Aberdeen 33_11kV,2007-01-31 13:00:00,NSW,1,0.05903768,0.462871,0.8256705,0.7796935,0.7816092,0.0,1,0,0,13,2,1,Summer,0.42451355,0.4578694,0.42354658,0.5230324,0.05903768,,,,,,,
Aberdeen 33_11kV,2007-01-31 14:00:00,NSW,1,0.059218578,0.5230324,0.8467433,0.8256705,0.79501915,0.0,1,0,0,14,2,1,Summer,0.462871,0.4913318,0.423755,0.53799254,0.059218578,,,,,,,
Aberdeen 33_11kV,2007-01-31 15:00:00,NSW,1,0.05926356,0.53799254,0.8448276,0.8467433,0.8007663,0.0,1,0,0,15,2,1,Summer,0.5230324,0.5241933,0.42507583,0.5764937,0.05926356,,,,,,,
Aberdeen 33_11kV,2007-01-31 16:00:00,NSW,1,0.059379328,0.5764937,0.8333333,0.8448276,0.79118776,0.0,1,0,0,16,2,1,Summer,0.53799254,0.5400244,0.4256508,0.59211916,0.059379328,,,,,,,
Aberdeen 33_11kV,2007-01-31 17:00:00,NSW,1,0.05942631,0.59211916,0.8084291,0.8333333,0.77203065,0.0,1,0,0,17,2,1,Summer,0.5764937,0.57304204,0.42717037,0.5561256,0.05942631,,,,,,,
Aberdeen 33_11kV,2007-01-31 18:00:00,NSW,1,0.059318084,0.5561256,0.77011496,0.8084291,0.7413793,0.0,1,0,0,18,2,1,Summer,0.59211916,0.5654164,0.42796522,0.52842176,0.059318084,,,,,,,
Aberdeen 33_11kV,2007-01-31 19:00:00,NSW,1,0.059234783,0.52842176,0.75095785,0.77011496,0.72988504,0.0,1,0,0,19,2,1,Summer,0.5561256,0.55553585,0.42757812,0.4559379,0.059234783,,,,,,,
Aberdeen 33_11kV,2007-01-31 20:00:00,NSW,1,0.059016835,0.4559379,0.7241379,0.75095785,0.70306516,0.0,1,0,0,20,2,1,Summer,0.52842176,0.56331515,0.42644837,0.39960107,0.059016835,,,,,,,
Aberdeen 33_11kV,2007-01-31 21:00:00,NSW,1,0.05884744,0.39960107,0.68199235,0.7241379,0.66475093,0.0,0,0,0,21,2,1,Summer,0.4559379,0.53262055,0.4219743,0.3718675,0.05884744,,,,,,,
Aberdeen 33_11kV,2007-01-31 22:00:00,NSW,1,0.058764048,0.3718675,0.6436782,0.68199235,0.6321839,0.0,0,0,0,22,2,1,Summer,0.39960107,0.48818985,0.41643184,0.35900116,0.058764048,,,,,,,
Aberdeen 33_11kV,2007-01-31 23:00:00,NSW,1,0.05872536,0.35900116,0.6111111,0.6436782,0.60536397,0.0,0,0,0,23,2,1,Summer,0.3718675,0.45953453,0.41158506,0.36948255,0.05872536,,,,,,,
Aberdeen 33_11kV,2007-02-01 00:00:00,NSW,1,0.058756877,0.36948255,0.58429116,0.6111111,0.5804598,0.0,0,0,0,0,3,2,Summer,0.35900116,0.44779935,0.4073962,0.2860081,0.058756877,,,,,,,
Aberdeen 33_11kV,2007-02-01 01:00:00,NSW,1,0.05850588,0.2860081,0.5632184,0.58429116,0.55938697,0.0,0,0,0,1,3,2,Summer,0.36948255,0.35455093,0.404133,0.2615986,0.05850588,,,,,,,
Aberdeen 33_11kV,2007-02-01 02:00:00,NSW,1,0.058432486,0.2615986,0.54789275,0.5632184,0.54022986,0.0,0,0,0,2,3,2,Summer,0.2860081,0.33326477,0.40127704,0.2554572,0.058432486,,,,,,,
Aberdeen 33_11kV,2007-02-01 03:00:00,NSW,1,0.05841402,0.2554572,0.53831416,0.54789275,0.52681994,0.0,0,0,0,3,3,2,Summer,0.2615986,0.29437587,0.39829093,0.24867775,0.05841402,,,,,,,
Aberdeen 33_11kV,2007-02-01 04:00:00,NSW,1,0.058393635,0.24867775,0.5363985,0.53831416,0.51341,0.0,0,0,0,4,3,2,Summer,0.2554572,0.28247714,0.39666933,0.25444993,0.058393635,,,,,,,
Aberdeen 33_11kV,2007-02-01 05:00:00,NSW,1,0.05841099,0.25444993,0.5344828,0.5363985,0.50383145,0.0,0,0,0,5,3,2,Summer,0.24867775,0.26692355,0.39526102,0.2888948,0.05841099,,,,,,,
Aberdeen 33_11kV,2007-02-01 06:00:00,NSW,1,0.05851456,0.2888948,0.54980844,0.5344828,0.48850575,0.0,0,0,0,6,3,2,Summer,0.25444993,0.28178084,0.3947413,0.3191657,0.05851456,,,,,,,
Aberdeen 33_11kV,2007-02-01 07:00:00,NSW,1,0.05860558,0.3191657,0.5536398,0.54980844,0.48467433,0.0,1,0,0,7,3,2,Summer,0.2888948,0.31373793,0.3950377,0.34910455,0.05860558,,,,,,,
Aberdeen 33_11kV,2007-02-01 08:00:00,NSW,1,0.058695603,0.34910455,0.5862069,0.5536398,0.5229885,0.0,1,0,0,8,3,2,Summer,0.3191657,0.3220735,0.39526385,0.33750442,0.058695603,,,,,,,
Aberdeen 33_11kV,2007-02-01 09:00:00,NSW,1,0.058660723,0.33750442,0.6245211,0.5862069,0.59195405,0.0,1,0,0,9,3,2,Summer,0.34910455,0.33998477,0.39639014,0.34007272,0.058660723,,,,,,,
Aberdeen 33_11kV,2007-02-01 10:00:00,NSW,1,0.058668446,0.34007272,0.6704981,0.6245211,0.64942527,0.0,1,0,0,10,3,2,Summer,0.33750442,0.36153355,0.39628682,0.3581562,0.058668446,,,,,,,
Aberdeen 33_11kV,2007-02-01 11:00:00,NSW,1,0.05872282,0.3581562,0.7375479,0.6704981,0.7222222,0.0,1,0,0,11,3,2,Summer,0.34007272,0.39102888,0.3953926,0.35554206,0.05872282,,,,,,,
Aberdeen 33_11kV,2007-02-01 12:00:00,NSW,1,0.05871496,0.35554206,0.7988506,0.7375479,0.7796935,0.0,1,0,0,12,3,2,Summer,0.3581562,0.42451355,0.3940229,0.39278692,0.05871496,,,,,,,
Aberdeen 33_11kV,2007-02-01 13:00:00,NSW,1,0.05882695,0.39278692,0.83908045,0.7988506,0.8256705,0.0,1,0,0,13,3,2,Summer,0.35554206,0.462871,0.3911491,0.42398083,0.05882695,,,,,,,
Aberdeen 33_11kV,2007-02-01 14:00:00,NSW,1,0.058920745,0.42398083,0.86015326,0.83908045,0.8467433,0.0,1,0,0,14,3,2,Summer,0.39278692,0.5230324,0.38822892,0.44296873,0.058920745,,,,,,,
Aberdeen 33_11kV,2007-02-01 15:00:00,NSW,1,0.05897784,0.44296873,0.848659,0.86015326,0.8448276,0.0,1,0,0,15,3,2,Summer,0.42398083,0.53799254,0.38410178,0.45676303,0.05897784,,,,,,,
Aberdeen 33_11kV,2007-02-01 16:00:00,NSW,1,0.059019316,0.45676303,0.8065134,0.848659,0.8333333,0.0,1,0,0,16,3,2,Summer,0.44296873,0.5764937,0.38014245,0.46640193,0.059019316,,,,,,,
Aberdeen 33_11kV,2007-02-01 17:00:00,NSW,1,0.0590483,0.46640193,0.8045977,0.8065134,0.8084291,0.0,1,0,0,17,3,2,Summer,0.45676303,0.59211916,0.37515366,0.40547484,0.0590483,,,,,,,
Aberdeen 33_11kV,2007-02-01 18:00:00,NSW,1,0.0588651,0.40547484,0.7777778,0.8045977,0.77011496,1.1,1,0,0,18,3,2,Summer,0.46640193,0.5561256,0.36991546,0.40454316,0.0588651,,,,,,,
Aberdeen 33_11kV,2007-02-01 19:00:00,NSW,1,0.0588623,0.40454316,0.74712646,0.7777778,0.75095785,0.5,1,0,0,19,3,2,Summer,0.40547484,0.52842176,0.36363834,0.36421707,0.0588623,,,,,,,
Aberdeen 33_11kV,2007-02-01 20:00:00,NSW,1,0.058741044,0.36421707,0.7318008,0.74712646,0.7241379,0.2,1,0,0,20,3,2,Summer,0.40454316,0.4559379,0.35847673,0.3687429,0.058741044,,,,,,,
Aberdeen 33_11kV,2007-02-01 21:00:00,NSW,1,0.058754653,0.3687429,0.6743295,0.7318008,0.68199235,0.0,0,0,0,21,3,2,Summer,0.36421707,0.39960107,0.35465503,0.36667514,0.058754653,,,,,,,
Aberdeen 33_11kV,2007-02-01 22:00:00,NSW,1,0.058748435,0.36667514,0.62643677,0.6743295,0.6436782,0.0,0,0,0,22,3,2,Summer,0.3687429,0.3718675,0.35336927,0.38888922,0.058748435,,,,,,,
Aberdeen 33_11kV,2007-02-01 23:00:00,NSW,1,0.05881523,0.38888922,0.61877394,0.62643677,0.6111111,0.0,0,0,0,23,3,2,Summer,0.36667514,0.35900116,0.35315293,0.37565866,0.05881523,,,,,,,
Aberdeen 33_11kV,2007-02-02 00:00:00,NSW,1,0.058775447,0.37565866,0.6015326,0.61877394,0.58429116,0.0,0,0,0,0,4,2,Summer,0.38888922,0.36948255,0.35439825,0.28507268,0.058775447,,,,,,,
Aberdeen 33_11kV,2007-02-02 01:00:00,NSW,1,0.05850307,0.28507268,0.59578544,0.6015326,0.5632184,0.0,0,0,0,1,4,2,Summer,0.37565866,0.2860081,0.3546556,0.23727335,0.05850307,,,,,,,
Aberdeen 33_11kV,2007-02-02 02:00:00,NSW,1,0.058359344,0.23727335,0.59386975,0.59578544,0.54789275,0.0,0,0,0,2,4,2,Summer,0.28507268,0.2615986,0.35461664,0.2299401,0.058359344,,,,,,,
Aberdeen 33_11kV,2007-02-02 03:00:00,NSW,1,0.058337294,0.2299401,0.59386975,0.59386975,0.53831416,0.0,0,0,0,3,4,2,Summer,0.23727335,0.2554572,0.35360307,0.22622205,0.058337294,,,,,,,
Aberdeen 33_11kV,2007-02-02 04:00:00,NSW,1,0.058326114,0.22622205,0.59386975,0.59386975,0.5363985,0.0,0,0,0,4,4,2,Summer,0.2299401,0.24867775,0.35253987,0.21803518,0.058326114,,,,,,,
